id,news_date,news_title,news_content,companies_in_news,signal_1,signal_2,signal_3,signal_4
groPriveePresvestbanqueprivee,2023-09-25T21:33:39.000Z,Financial company ODDO BHF in talks to buy Parisbased Quilvest Banque Privee,"Financial services company ODDO BHF is in discussions to acquire Quilvest Banque Privee, a Paris-based private bank with around \u20ac2 billion ($2.3 billion) in assets under management. The potential deal would allow ODDO BHF to strengthen its wealth management division and expand its presence in the private banking sector. Quilvest Banque Privee specializes in catering to ultra-high net worth clients and offers a range of services including investment advice, asset management, and estate planning.","1. ODDO BHF
2. Quilvest Banque Privee",Financial_Partnerships_cos,Financial_Products_Services_cos,Strategic_Steps_cos,Financial_Innovations_cos
marRatingStocyRating44914313,2023-09-25T19:25:17.000Z,Berenberg Bank Adjusts Corteva Price Target to $63 From $68 Maintains Buy Rating,"Corteva, an agricultural chemical company, is currently rated as \""Outperform\"" by analysts, according to a poll conducted by Capital IQ. The company's stock has price targets ranging from $57 to $82.","Corteva

Agricultural chemical company",Strategic_Steps_cos,Financial_Partnerships_cos,Financial_Health_cos,Technological_Deals_Collaborations_cos
busritiesPresBackofSecurities,2023-09-25T17:56:32.000Z,Deutsche Bank AG UK Regulatory Announcement: BuyBack of Securities,"This article provides a brief update on Deutsche Bank AG, specifically its UK operations. The market for this news is not specified. The article is dated September 25, 2023, and mentions a news RSS feed for Deutsche Bank AG. However, no further information or content from the article is provided.",Deutsche Bank AG,Financial_Products_Services_cos,Strategic_Steps_cos,Financial_Innovations_cos,Financial_Partnerships_cos
cittywirePresnenntcooa2426490,2023-09-25T00:00:00.000Z,Quintet Private Bank ernennt COO  Citywire,"Die Quintet Private Bank, Muttergesellschaft von Merck Finck, hat Anna Zakrzewski zur Group Chief Operating Officer (COO) und zum Mitglied des Executive Board ernannt. Zakrzewski wird direkt an Jakob Stott, den CEO von Quintet, berichten. Als COO wird sie für die Umsetzung der Wachstumsstrategie des Unternehmens sowie für die Bereiche IT, Operations, Projektmanagement und Supportdienste verantwortlich sein. Sie bringt eine breite Erfahrung in der Bankenbranche mit, insbesondere in den Bereichen Digitalisierung und Transformation. Zakrzewski wird eng mit den regionalen Teams von Quintet zusammenarbeiten, um die Effizienz und Leistung des Unternehmens zu verbessern. Ihre Ernennung ist ein Schritt im Rahmen der Expansionspläne der Quintet Private Bank, um ihr Geschäft auf internationaler Ebene auszubauen.",,Financial_Products_Services_cos,Financial_Partnerships_cos,Financial_Innovations_cos,Strategic_Steps_cos
morngstarPresaunderingcontrols,2023-09-25T00:00:00.000Z,Deutsche Bank agrees to $25 million fine to settle charges unit lacked antimoney ...  Morningstar,"Deutsche Bank AG has agreed to pay a $25 million fine to resolve allegations that one of its subsidiaries had insufficient measures in place to prevent money laundering. The subsidiary in question, Deutsche Bank Trust Company Americas, was accused of not having proper safeguards in its financial systems and banking practices to detect and report suspicious transactions. Regulators found that the bank had failed to properly monitor high-risk accounts, including those held by customers in countries known for money laundering activities. The settlement comes as part of a broader crackdown by regulators on banks' anti-money laundering procedures.","Deutsche Bank AG, Deutsche Bank Trust Company Americas",Regulatory_Actions_cos,Legal_Affairs_cos,Financial_Deals_cos,Financial_Partnerships_cos
ftTimesPres9c39ec95d81a62ae,2023-09-25T00:00:00.000Z,Asset manager DWS to pay $25mn to settle greenwashing charges  Financial Times,"The article discusses the user experience of accessing FT (Financial Times) articles related to Deutsche Bank AG, DWS Group, and the US Securities and Exchange Commission. The ease or difficulty of using FT is analyzed. However, no further information is given beyond this point.","Deutsche Bank AG, DWS Group, US Securities and Exchange Commission",Financial_Products_Services_cos,Financial_Deals_cos,Financial_Partnerships_cos,Financial_Innovations_cos
roctReachPreseb5c63a2af42e0c59,2023-09-24T05:50:30.000Z,ODDO BHF Banquiers depuis 1780: Contact Details and Business Profile  RocketReach,"The ODDO BHF Banquiers depuis 1780 is a prominent Banking Finance and Banque Privée company based in Paris, France. With its headquarters located in the Paris IleDeFrance region, the company boasts a total worth of $1.19 billion.","1. ODDO BHF Banquiers
2. Banque Privée
3. Paris IleDeFrance",Strategic_Steps_cos,Financial_Innovations_cos,Financial_Products_Services_cos,Financial_Partnerships_cos
roualPresobalwealthandi,2023-09-23T17:49:37.000Z,Private Banking Market 2023 Key Insights and Leading Players Switzerland UBS Global ...,"The article discusses the current state and future trends of the private banking market, with a focus on key players like UBS Global Wealth Management in Switzerland and Morgan Stanley Wealth Management in the United States. It provides insights into market dynamics, including growth drivers, challenges, and opportunities. The report also highlights the importance of technological innovations, such as digital platforms and artificial intelligence, in shaping the future of private banking. It concludes by projecting the market's potential and growth prospects up to 2023.","UBS, Morgan Stanley.",Financial_Innovations_cos,Financial_Products_Services_cos,Financial_Partnerships_cos,Financial_Health_cos
rougeFoxPrestedhdfcbankltd,2023-09-23T15:17:56.000Z,Bank Guarantee Business Market Business Insights Key Trend Analysis  Rouge Fox,"This article highlights the important players in the banking industry, specifically HDFC Bank Ltd., Citibank, Wells Fargo & Company, JPMorgan Chase & Co., UBS Group AG, DBS Bank, United Overseas Bank Limited, and Deutsche Bank AG. These banks are recognized for their significant presence and influence in the financial sector. Each institution has established a strong reputation and global reach, catering to diverse customer needs. HDFC Bank Ltd. is a renowned Indian bank, while Citibank and Wells Fargo & Company are major players in the United States. JPMorgan Chase & Co., UBS Group AG, DBS Bank, United Overseas Bank Limited, and Deutsche Bank AG operate internationally, providing a wide range of financial services. These banks contribute to the stability and growth of the global economy.","HDFC Bank Ltd., Citibank, Wells Fargo & Company, JPMorgan Chase & Co., UBS Group AG,",Financial_Partnerships_cos,Financial_Products_Services_cos,Financial_Innovations_cos,Financial_Deals_cos
maretBeatStochtnow20230922,2023-09-23T14:12:59.000Z,Dalata Hotel Group (LON:DAL) Rating Reiterated by Berenberg Bank  MarketBeat,"Berenberg Bank has maintained its \""buy\"" rating on shares of Dalata Hotel Group and designated a price target of GBX 510 ($6.32).","Dalata Hotel Group, Berenberg Bank",Financial_Products_Services_cos,Financial_Partnerships_cos,Strategic_Steps_cos,Financial_Deals_cos
invonDipStociseinflationdip,2023-09-23T10:47:51.000Z,Bellway Shares Gain Momentum On Surprise Inflation Dip,The German bank Berenberg recently reduced its price target for Bellway shares. The bank lowered its price target from £27 to £25 and retained its” ...,"Berenberg, Bellway",Financial_Products_Services_cos,Strategic_Steps_cos,Financial_Partnerships_cos,Financial_Deals_cos
bar39sPresadvisors2587a31d,2023-09-23T07:26:09.000Z,UBS Lands $700 Million Merrill Lynch Team  Barron's,UBS Group's U.S. wealth management unit recruited a former Merrill Lynch advisor team that oversaw $700 million in client assets the company said.,"UBS Group, Merrill Lynch",Financial_Partnerships_cos,Financial_Products_Services_cos,Financial_Deals_cos,Financial_Innovations_cos
pritionalJobcruitmentefforts,2023-09-23T00:51:12.000Z,Julius Baer continues to grow with recruitment efforts  Private Banker International,"The article discusses the professional background and experience of an individual in the field of foreign wealth management. The person in question has been serving as the head of Iberia International since 2016. Prior to this role, he held a position with Iberia International, details of which are not mentioned in the provided text.","Iberia International, Iberia International",Financial_Partnerships_cos,Financial_Products_Services_cos,Financial_Deals_cos,Financial_Innovations_cos
podtirchPrestargetgreen2028,2023-09-22T23:10:58.000Z,ODDO BHF Asset Management lance le fonds ODDO BHF Global Target Green 2028  investir.ch,ODDO BHF Global Target Green 2028 is a fund that invests solely in Investment Grade securities issued by companies with environmental objectives. The fund aims to achieve a balance between financial returns and positive environmental impact. It targets a maturity date in 2028 and seeks to provide investors with a sustainable investment option.,"ODDO BHF, Global Target Green 2028, Investment Grade securities, environmental objectives.",Strategic_Steps_cos,Financial_Products_Services_cos,Financial_Partnerships_cos,Financial_Innovations_cos
marreenerStocyrating44907681,2023-09-22T22:44:50.000Z,DEUTSCHE BANK AG : RBC gives a Buy rating  MarketScreener,"In a research note, RBC analyst Anke Reingen has recommended that customers buy shares of Deutsche Bank AG. RBC has assigned a buy rating to the stock and set a target price, although the specific target price is not mentioned in the article.","Deutsche Bank AG, RBC.",Strategic_Steps_cos,Financial_Products_Services_cos,Financial_Deals_cos,Financial_Partnerships_cos
bnnelinesPresidelines11975157,2023-09-22T18:53:49.000Z,Office Fear Fed Keep Buyers of LowerRated Commercial Mortgage Bonds On Sidelines,"The article discusses a research note released by Deutsche Bank AG regarding Commercial Mortgage-Backed Securities (CMBS). CMBS are bonds secured by loans taken out by corporate borrowers, using real estate properties as collateral. The research note highlights potential risks in the CMBS market due to the impact of the ongoing pandemic on the commercial real estate sector. The note warns that a significant number of loans backing CMBS could face default or restructuring in the coming months, leading to potential losses for investors. Deutsche Bank suggests that certain property types, such as hotels and retail spaces, are particularly vulnerable. However, the note also mentions that government stimulus measures and forbearance programs could offer some relief for borrowers and mitigate the risk to CMBS investors.","Deutsche Bank AG, Commercial borrowers, Government.",Financial_Products_Services_cos,Financial_Deals_cos,Financial_Partnerships_cos,Financial_Health_cos
bloombergPresstructuredweekly,2023-09-22T18:45:53.000Z,LowRated CMBS Spreads Drift as Buyers Wait: Structured Weekly  Bloomberg,"According to a Deutsche Bank AG research note, spreads on commercial mortgage-backed securities (CMBS) rated BBB have widened over the summer. The report highlights the increase in basis points of spread for CMBS and corporate bonds above benchmark swap rates. However, it does not provide further details or analysis on the specific reasons behind this trend.","Deutsche Bank AG, DB",Financial_Products_Services_cos,Financial_Deals_cos,Financial_Partnerships_cos,Financial_Innovations_cos
spgGlobalPresbtmarket77566015,2023-09-22T16:27:43.000Z,Private credit boom continues; pressure builds on Europe's debt market  S&P Global,"Deutsche Bank AG has established an independent investment management firm to specifically target private credit investment opportunities. This new entity will operate separately from the bank and will have its own leadership team. The move is part of Deutsche Bank's efforts to expand its presence in the private credit market and capitalize on the growing demand for alternative investments. Private credit has gained popularity among investors seeking higher returns in a low-interest-rate environment. By establishing a dedicated investment management firm, Deutsche Bank aims to better serve its clients and enhance its capabilities in this area.","Deutsche Bank AG, private credit investment opportunities.",Financial_Products_Services_cos,Financial_Partnerships_cos,Strategic_Steps_cos,Financial_Innovations_cos
VarinancePresTT826art3D694143,2023-09-22T15:02:50.000Z,Dassault Systèmes: Oddo BHF still a buyer trims TP  Cercle Finance,"Oddo BHF, a financial services company, has cut its target price for a particular company's shares from \u20ac49 to \u20ac47 due to decreased peer multiples. However, Oddo BHF has maintained its \""buy\"" rating for the shares due to the strong outlook for the company's revenue and earnings growth. The company's strong position in the market and potential for market share gains have also contributed to Oddo BHF's positive outlook.","Oddo BHF, the company.",Strategic_Steps_cos,Financial_Partnerships_cos,Financial_Products_Services_cos,Financial_Health_cos
invupportStoctoakeysupport,2023-09-22T14:06:11.000Z,Here's why the ING Bank share price has fallen to a key support,"The ING Bank share price has recently dropped to a crucial support level, potentially indicating a further decline. The article discusses the reasons behind this decline and highlights the factors affecting ING Bank's performance. Additionally, the author mentions Deutsche Bank AG and First Republic Bank, showcasing their relevance to the topic.","ING Bank, Deutsche Bank AG, First Republic Bank",Financial_Products_Services_cos,Financial_Partnerships_cos,Strategic_Steps_cos,Financial_Health_cos
digo2030Presn106pagesreport,2023-09-22T13:15:00.000Z,Certificate of Deposit Market Share Size and Forecast to 2030,"The article discusses the poor performance of several major global banks in the European Union (EU) stress tests conducted by regulators in 2021. Deutsche Bank, HSBC, Agricultural Bank of China, BPCE, and Wells Fargo all scored poorly in the assessments. These stress tests are carried out to evaluate how well banks can withstand adverse economic scenarios. Deutsche Bank and HSBC's capital positions were labeled as \""unsatisfactory,\"" while Agricultural Bank of China received a \""qualitative objection.\"" BPCE and Wells Fargo fared slightly better but still had areas needing improvement. These stress test results underscore the need for these banks to address weaknesses in their capital positions and risk management procedures.","Deutsche Bank, HSBC, Agricultural Bank of China, BPCE, Wells Fargo",Financial_Health_cos,Financial_Products_Services_cos,Financial_Partnerships_cos,Strategic_Steps_cos
introundsPresstateaidgrounds,2023-09-22T12:45:54.000Z,This week in tax: EU court strikes out Belgian tax scheme on state aid grounds,"Christian Olearius, the former CEO and chair of MM Warburg, a Hamburg-based bank, has denied any wrongdoing in connection with a tax evasion scandal. Olearius was not found guilty in a previous trial related to the case. However, prosecutors have appealed the acquittal, arguing that Olearius should be held accountable for his role in facilitating the tax evasion scheme. The case is ongoing, and Olearius maintains his innocence.","1. MM Warburg
2. Hamburg-based bank",Legal_Affairs_cos,Financial_Deals_cos,Strategic_Steps_cos,Regulatory_Actions_cos
clarIncPresnysewell2477814,2023-09-22T11:55:37.000Z,Nordea Investment Management AB Boosts Holdings in Welltower Inc.,"According to the provided article, Deutsche Bank AG significantly increased its stake in Welltower during the first quarter, raising it by an impressive 426.4%. This surge resulted in the bank's total shares reaching 4,927,021, with a value of $353,218,000.","Deutsche Bank AG, Welltower",Strategic_Steps_cos,Financial_Health_cos,Financial_Partnerships_cos,Financial_Innovations_cos
CNBOsaysPresbankceosayshtml,2023-09-22T07:14:56.000Z,Germany needs structural change to prevent a shift to the right Commerzbank CEO says,"Commerzbank CEO Manfred Knof has warned that Germany must undertake structural changes if it intends to prevent a political shift towards the right. Knof's statement comes amidst rising concerns about the popularity of right-wing parties in the country. Aiming to address these concerns, Knof emphasized the need for Germany to focus on education, technology, and sustainability to ensure a prosperous future. He stressed that the nation should invest in its workforce to meet the demands of digitalization and innovation. Additionally, Knof highlighted the significance of a strong banking sector that supports small and medium-sized enterprises (SMEs) to promote economic growth and stability. By implementing these changes, Knof believes Germany can combat the forces behind the growing appeal of right-wing political groups in the country.",Commerzbank,Financial_Partnerships_cos,Financial_Innovations_cos,Strategic_Steps_cos,Financial_Products_Services_cos
optinancePresufflecapitalhtml,2023-09-22T00:00:00.000Z,Nomination  Option Finance,"In 2017, the individual joined the Franco-German group ODDO BHF as an innovation manager. The following year, they were promoted to Chief Digital Officer.",ODDO BHF,Strategic_Steps_cos,Financial_Partnerships_cos,Personnel_Change_cos,Financial_Innovations_cos
invInvezzStocterecentsetback,2023-09-21T20:54:51.000Z,Dax index forecast: Bullish outlook despite recent setback | Invezz,"This article discusses the Dax index forecast, highlighting a bullish outlook despite a recent setback. It mentions Deutsche Bank AG and First Republic Bank as the key players in this analysis. The overall sentiment is positive, suggesting that the Dax index will continue to experience growth in the near future. The author, Mircea Vasiu, predicts that despite the setback, the index will recover and move towards higher levels, indicating a favorable market for investors.","Deutsche Bank AG, First Republic Bank",Strategic_Steps_cos,Financial_Innovations_cos,Financial_Products_Services_cos,Financial_Partnerships_cos
marRatingStocdRating44895227,2023-09-21T19:42:14.000Z,Berenberg Bank Raises Oracle Price Target to $110 From $82.50 Maintains Hold Rating,"According to analysts polled by Capital IQ, Oracle has received an average rating of Outperform, indicating positive sentiment towards the company's stock. The analysts have also provided price targets for Oracle, with estimates ranging from $76 to $150. This suggests that there is a divergence of opinions among analysts regarding the future performance and value of Oracle's stock.","Oracle, Capital IQ",Strategic_Steps_cos,Financial_Health_cos,Financial_Products_Services_cos,Financial_Deals_cos
livMintRepo1695300759520html,2023-09-21T16:39:23.000Z,Deutsche Bank's trading revenue to decline for third consecutive quarter: Report | Mint,"According to a report by Bloomberg, Deutsche Bank AG is expected to experience a decrease in revenue from trading for the third consecutive quarter. The decline in revenue is primarily due to the bank's fixed income division struggling to perform amidst a challenging market environment. This comes as a blow to Deutsche Bank, which has been attempting to revive its trading operations and regain profitability. Despite efforts to cut costs and restructure its business, the bank continues to face headwinds in this crucial revenue-generating area.",Deutsche Bank AG,Financial_Health_cos,Strategic_Steps_cos,Financial_Products_Services_cos,Financial_Partnerships_cos
clasterStoco110002473266,2023-09-21T15:35:11.000Z,Oracle Receives Price Target Increase from Berenberg Bank  Clayton County Register ,"Berenberg Bank has increased its price target for Oracle from $82.50 to $110.00, suggesting a potential downside of 2.54% based on the company's current stock price. The bank's update comes as Oracle continues to perform well amid the COVID-19 pandemic. The software giant reported better-than-expected earnings and revenue in its latest quarter, driven by strong growth in its cloud services. Berenberg Bank's revised price target indicates confidence in Oracle's ability to maintain its upward trajectory in the near future.","Oracle
Berenberg Bank",Financial_Innovations_cos,Strategic_Steps_cos,Financial_Health_cos,Financial_Products_Services_cos
efilfcomJobatberenbergbank,2023-09-21T15:01:47.000Z,Fintech job at Berenberg Bank  EFinancialCareersGulf.com,"The article discusses a job opportunity in the fintech sector at Berenberg Bank. The position available is that of a Risk Business Analyst, located in Rutherford, United States. The job is offered on a contract basis with flexible working hours and a salary range of $140k to $180k. Additionally, the article mentions another job opening for an Information Security Officer at the bank. However, further details about this position are not provided.","Berenberg Bank,",Financial_Innovations_cos,Financial_Partnerships_cos,Financial_Products_Services_cos,Financial_Health_cos
carCenterJobnalystcleantech,2023-09-21T14:55:10.000Z,Equity Research Analyst Clean Tech job with Berenberg Bank  CFA Institute Career Center,The article is a job advertisement for the position of Equity Research Analyst Clean Tech in Bachelors Full Time Finance General Banking with Berenberg Bank. The job is focused on researching and analyzing the clean tech industry. The candidate is expected to have a strong academic background in finance and possess analytical skills. The position offers an opportunity to work with a leading bank and gain experience in equity research. Interested candidates are encouraged to apply.,Berenberg Bank,Financial_Partnerships_cos,Financial_Deals_cos,Financial_Health_cos,Financial_Innovations_cos
marreenerStoclrating44892643,2023-09-21T14:22:13.000Z,ORACLE CORP : Berenberg reaffirms its Neutral rating  MarketScreener,"Berenberg Bank has raised the price target for Oracle to $110 from $82.50 and maintained its \""Hold\"" rating on the stock. The bank revised its target based on positive analyst recommendations for other companies like DFS and Ocado. The article does not provide further details on the analyst recommendations or the reasoning behind the price target increase.","Berenberg Bank, Oracle, DFS, Ocado",Strategic_Steps_cos,Financial_Products_Services_cos,Financial_Innovations_cos,Financial_Deals_cos
shastcomPreselm14757722html,2023-09-21T14:18:07.000Z,Dunelm continues to outperform says Berenberg  Sharecast.com,Berenberg said the company's endmarket resilience appears to be ... bank of china pboc  Chinese retail sales and industrial output jump. More ...,"Berenberg, Bank of China, PBOC.",Strategic_Steps_cos,Financial_Products_Services_cos,Financial_Health_cos,Financial_Partnerships_cos
coiRPPrestcsforinvestors,2023-09-21T13:28:23.000Z,Deutsche Bank makes Crypto uturn partners with Taurus to hold cryptos like ETH XRP ...,"Deutsche Bank AG is a financial institution that offers corporate investment services and banking systems. The bank operates through various methods, such as corporate banking, investment banking, private banking, asset management, and retail banking. In corporate banking, Deutsche Bank provides financial products and services to large corporations, financial institutions, and institutional clients globally. Investment banking involves providing advisory services, underwriting, and financing solutions for corporate clients. Private banking focuses on providing personalized wealth management solutions to high net worth individuals and families. Asset management involves managing investments for institutional investors and retail clients. Lastly, retail banking encompasses services and products for individual consumers, including savings accounts, loans, and mortgages.","Deutsche Bank AG, Corporate Banking, Investment Banking, Private Banking, Asset Management, Retail Banking",Financial_Products_Services_cos,Financial_Deals_cos,Financial_Partnerships_cos,Financial_Innovations_cos
blouarterPresforthirdquarter,2023-09-21T13:14:12.000Z,Deutsche Bank CFO von Moltke Says Trading Revenue Set to Drop for Third Quarter,"Deutsche Bank AG is expected to report a decline in trading revenue for the third consecutive quarter, signaling a continuous downturn in the firm's previously profitable sector. The bank, which once thrived in trading activities, is now facing challenges as revenue from this division continues to dwindle. This ongoing decline raises concerns about the bank's ability to generate profits and highlights the need for successful restructuring efforts.",Deutsche Bank AG,Financial_Products_Services_cos,Strategic_Steps_cos,Financial_Partnerships_cos,Financial_Health_cos
invInvezzStochafallingknife,2023-09-21T11:34:50.000Z,Medical Properties Trust (MPW) stock: don't catch a falling knife | Invezz,"The article discusses the declining stock prices of Medical Properties Trust (MPW) and advises against investing in it due to the high risk involved. The author, Crispus Nyaga from Invezz News, uses Deutsche Bank AG and First Republic Bank as examples of financial institutions whose stocks have experienced similar falls. The article cautions potential investors to avoid \""catching a falling knife,\"" emphasizing the uncertainty surrounding MPW's future prospects.",Medical Properties Trust (MPW)  Deutsche Bank AG  First Republic Bank,Financial_Products_Services_cos,Financial_Health_cos,Strategic_Steps_cos,Financial_Partnerships_cos
newsBreakStocerchemieagwkcmf,2023-09-21T09:52:43.000Z,Berenberg Bank Sticks to Its Hold Rating for Wacker Chemie AG (WKCMF)  NewsBreak,"Analyst Sebastian Bray from Berenberg Bank has maintained a Hold rating on Wacker Chemie AG, a German chemical company. He has also set a price target for the company, but the article does not provide the specifics of that target.","Wacker Chemie AG, Berenberg Bank, Analyst Sebastian Bray",Strategic_Steps_cos,Financial_Partnerships_cos,Financial_Products_Services_cos,Financial_Health_cos
theccountPresiacomnode683404,2023-09-21T08:40:14.000Z,Najib received RM4m in 1MDB funds meant for investment in personal account,"In a recent article, it was revealed that Adam testified in court regarding a utilisation request made by 1MEHL to Deutsche Bank AG's Hong Kong branch. The request was made for a sum of US$250 million.","Adam, Deutsche Bank AG, 1MEHL",Strategic_Steps_cos,Financial_Partnerships_cos,Financial_Products_Services_cos,Financial_Deals_cos
indtrialPrestrialh96017html,2023-09-21T06:21:15.000Z,Crime: Olearius lawyers demand acquittal in the CumEx trial,"The article is about Olearius, a partner at the private bank M.M. Warburg, who used to be the boss of the author. The article suggests that ignorance is a significant factor in the financial industry, and Olearius is criticized for being personally liable due to his partnership role at the bank.","M.M. Warburg, Olearius",Financial_Partnerships_cos,Financial_Deals_cos,Strategic_Steps_cos,Financial_Products_Services_cos
zeroHedgePresncedgoldspoofing,2023-09-21T00:00:00.000Z,Another bank trader sentenced for gold spoofing | ZeroHedge,"The article discusses the legal actions against Deutsche Bank AG and Morgan Stanley for their involvement in spoofing, a type of market manipulation. In 2020, JPMorgan had already reached a settlement of $920 million for similar charges.","Deutsche Bank AG, Morgan Stanley, JPMorgan",Strategic_Steps_cos,Legal_Affairs_cos,Financial_Partnerships_cos,Financial_Deals_cos
rouonPresjpmorganchaseco,2023-09-21T00:00:00.000Z,Merchant Banking Services Market 20232031 | UBS Group Bank of America Corporation ...,"The article provides a summary of the performance and rankings of various banks, including UBS Group, Bank of America Corporation, JPMorgan Chase &amp; Co, Goldman Sachs Group Inc, Credit Suisse Group, Deutsche Bank AG, and Morgan Stanley. These banks are key players in the industry and their performance impacts the overall financial market. The rankings are based on factors such as revenue, market share, and profitability. UBS Group has emerged as one of the top performers, with strong revenue growth and a significant increase in market share. Bank of America Corporation also performed well, maintaining its position as one of the largest banks in the United States. JPMorgan Chase &amp; Co remains a leader in terms of revenue and profitability, solidifying its position as a dominant player in the banking industry. Goldman Sachs Group Inc, Credit Suisse Group, Deutsche Bank AG, and Morgan Stanley also maintained their standings, but faced various challenges including market volatility and economic uncertainty. Overall, these banks play a crucial role in the global financial landscape.",U,Financial_Partnerships_cos,Financial_Health_cos,Financial_Products_Services_cos,Financial_Deals_cos
digeyPresayscitigroupinc,2023-09-21T00:00:00.000Z,Investment Banking and Trading Services Market Demand and Competitive Analysis by Key ...,"The article explores future trends and opportunities in the banking industry, focusing on major players such as Deutsche Bank AG, Goldman Sachs, JPMorgan Chase &amp; Co., Morgan Stanley, UBS, Wells Fargo, and others. It discusses the evolving landscape of banking and identifies potential areas of growth and development. The article emphasizes the importance of technological advancements and digital transformation in shaping the industry's future. It also considers factors such as changing customer expectations, regulatory pressures, and global economic conditions that are likely to impact the strategies and operations of these banks. Overall, the article provides insights into the future prospects and challenges of the banking industry and highlights the need for adaptability and innovation to stay competitive in the market.","Deutsche Bank AG, Goldman Sachs, JPMorgan Chase & Co., Morgan Stanley, UBS, Wells Fargo",Financial_Innovations_cos,Financial_Partnerships_cos,Financial_Products_Services_cos,Technological_Product_Launches_Innovations_cos
lawLaw360Prescodebtrepayment,2023-09-21T00:00:00.000Z,U.S. Sanctions Don't Bar Venezuela Oil Co. Debt Repayment  Law360,"The article discusses the potential rise of three major players in the power sector by 2023: Citigroup Inc., Deutsche Bank AG, and Siemens Energy AG. These companies are expected to dominate the industry due to their large scale and expertise. Additionally, government agencies are predicted to play a crucial role in shaping the power sector landscape. The U.S. Court of Appeals for the Second Circuit is highlighted as an influential entity that may affect industry dynamics. Overall, these regional powerhouses are anticipated to have a significant impact on the power sector in the coming years.","Citigroup Inc.
Deutsche Bank AG
Siemens Energy AG
U.S. Court of Appeals for the Second Circuit",Strategic_Steps_cos,Financial_Partnerships_cos,Technological_Deals_Collaborations_cos,Financial_Products_Services_cos
nstccountPresferrednajibsbank,2023-09-21T00:00:00.000Z,Court told how 1MDB was deceived millions transferred into Najib's bank account,"The article discusses an incident where a 29-year-old analyst named 1MEHL, on September 2, 2014, requested Deutsche Bank AG in Hong Kong to withdraw $500 million from its facility. However, further details and context regarding the incident are not provided in the given summary.","Deutsche Bank AG, 1MEHL",Strategic_Steps_cos,Financial_Products_Services_cos,Financial_Deals_cos,Financial_Partnerships_cos
advsorHubPresboltforubsrbc,2023-09-21T00:00:00.000Z,Two Merrill Teams With Over $1 Billion Combined Bolt for UBS RBC,"UBS Wealth Management and RBC Wealth Management have capitalized on the ongoing departure of advisors from Merrill Lynch by acquiring a roster of professionals. This week, both UBS and RBC added new teams to their ranks, taking advantage of the increased interest from Merrill Lynch advisors looking for new opportunities. UBS brought onboard a team of advisors in Colorado, while RBC acquired teams in Texas and Florida. This trend of attracting talent from Merrill Lynch is expected to continue, as the firm has been experiencing significant attrition in recent months.","UBS Wealth Management, RBC Wealth Management, Merrill Lynch",Financial_Partnerships_cos,Financial_Products_Services_cos,Financial_Deals_cos,Strategic_Steps_cos
BusprovalPres230919006001html,2023-09-19T12:41:07.000Z,UBS names South Korea India others as slow on Credit Suisse approval,"UBS, the Swiss bank, has announced a warning about the uncertainties it may face in relation to winding down businesses and selling assets. The bank stated in a document that it could encounter difficulties in certain jurisdictions or with regulators. This cautionary statement comes amidst a time of increased scrutiny on the financial industry, particularly involving the monitoring and regulation of global banks. UBS's disclosure highlights the challenges it may encounter, raising concerns about potential setbacks the bank may face in the future.","UBS, UBS",Financial_Products_Services_cos,Financial_Innovations_cos,Financial_Partnerships_cos,Strategic_Steps_cos
EcomottiPresshow103781297cms,2023-09-19T11:52:40.000Z,Momentum is pretty positive: UBS CEO Sergio Ermotti,"UBS's CEO, Sergio Ermotti, has expressed optimism about the momentum and future prospects of the Swiss bank. He recently announced his plan to remain in his current role until 2026 to oversee the integration process, which he compared to a marathon. The takeover of Credit Suisse by UBS, arranged rapidly in March, is expected to play a significant role in the bank's future.","UBS, Credit Suisse",Financial_Partnerships_cos,Strategic_Steps_cos,Financial_Products_Services_cos,Financial_Innovations_cos
stebJob050684inlinehtml,2023-09-19T08:45:03.000Z,Werkstudent (mwd) Transformation (Inhouse Consulting)  Job bei HSBC Trinkaus ...,"The article discusses a current job advertisement for the position of Working Student in Transformation at HSBC Trinkaus & Burkhardt GmbH in Düsseldorf. The company is seeking a motivated candidate to join their Inhouse Consulting department. The responsibilities of the position include actively participating in strategic projects and supporting the team in analyzing and optimizing business processes. The ideal candidate should have a strong interest in finance and consulting, possess excellent analytical and problem-solving skills, and be enrolled in a relevant field of study. The job offers valuable hands-on experience in a dynamic and international work environment.","HSBC
Trinkaus & Burkhardt GmbH",Personnel_Change_cos,Financial_Products_Services_cos,Technological_Product_Launches_Innovations_cos,Financial_Partnerships_cos
BusedealPres230919002611html,2023-09-19T08:40:16.000Z,UBS names S Korea India others as slow to nod Credit Suisse deal,"The article highlights the challenges faced by UBS in securing regulatory approvals, which could possibly result in the winding down of businesses or selling assets in challenging jurisdictions or with difficult regulators. The concerns were mentioned in a document released by the bank. The uncertainties surrounding regulatory approvals pose a potential risk to UBS's operations and could impact its ability to expand or engage in certain activities in certain regions.",UBS,Regulatory_Actions_cos,Financial_Products_Services_cos,Strategic_Steps_cos,Financial_Partnerships_cos
